회차,번호1,번호2,번호3,번호4,번호5,번호6,보너스,1등당첨총금액,1등당첨금액,1등당첨자수,2등당첨총금액,2등당첨금액,2등당첨자수,3등당첨총금액,3등당첨금액,3등당첨자수,4등당첨총금액,4등당첨금액,4등당첨자수,5등당첨총금액,5등당첨금액,5등당첨자수
752,4,16,20,33,40,43,7,16833229506,1870358834,9,2805538275,37407177,75,2805538776,1377966,2036,5123850000,50000,102477,8232255000,5000,1646451
753,2,17,19,24,37,41,3,16266630378,2711105063,6,2711105078,46743191,58,2711106342,1401813,1934,4878300000,50000,97566,7890360000,5000,1578072
754,2,8,17,24,29,31,32,17137710000,3427542000,5,2856285000,57125700,50,2856285632,1538947,1856,4663950000,50000,93279,7868695000,5000,1573739
755,13,14,26,28,30,36,37,17715418128,2214427266,8,2952569718,54677217,54,2952570105,1600309,1845,4487250000,50000,89745,7542510000,5000,1508502
756,10,14,16,18,27,28,4,17072173500,3414434700,5,2845362293,53686081,53,2845362636,1524846,1866,4740000000,50000,94800,7993575000,5000,1598715
757,6,7,11,17,33,44,1,15536637018,739839858,21,2589439524,38079993,68,2589440461,974573,2657,5867650000,50000,117353,8943335000,5000,1788667
758,5,9,12,30,39,43,24,16631759632,2078969954,8,2771959995,43999365,63,2771960170,1277401,2170,5306050000,50000,106121,8400400000,5000,1680080
759,9,33,36,40,42,43,32,18196023000,3032670500,6,3032670520,68924330,44,3032670930,1722130,1761,4427150000,50000,88543,7627590000,5000,1525518
760,10,22,27,31,42,43,12,18026395128,2253299391,8,3004399215,66764427,45,3004400718,1717782,1749,4461050000,50000,89221,7604155000,5000,1520831
761,4,7,11,24,42,45,30,16749113626,2392730518,7,2791518964,53683057,52,2791519062,1305058,2139,5075150000,50000,101503,8300650000,5000,1660130
762,1,3,12,21,26,41,16,16314320630,1631432063,10,2719053488,51302896,53,2719053484,1330261,2044,5170300000,50000,103406,8356720000,5000,1671344
763,3,8,16,32,34,43,10,17105040000,2138130000,8,2850840000,63352000,45,2850840114,1412006,2019,4708800000,50000,94176,7810530000,5000,1562106
764,7,22,24,31,34,36,15,17219828255,2459975465,7,2869971412,65226623,44,2869971624,1504178,1908,4544800000,50000,90896,7654895000,5000,1530979
765,1,3,8,12,42,43,33,16638213750,1109214250,15,2773035648,51352512,54,2773035699,1307419,2121,5082650000,50000,101653,8219245000,5000,1643849
766,9,30,34,35,39,41,21,17389098376,2173637297,8,2898183072,70687392,41,2898183324,1671386,1734,4271100000,50000,85422,7293820000,5000,1458764
767,5,15,20,31,34,42,22,17456530875,1163768725,15,2909421846,63248301,46,2909422680,1527256,1905,4621850000,50000,92437,7745575000,5000,1549115
768,7,27,29,30,38,44,4,17726439380,1363572260,13,2954406613,55743521,53,2954408009,1597841,1849,4656300000,50000,93126,7861935000,5000,1572387
769,5,7,11,16,41,45,4,17376840378,1930760042,9,2896140115,52657093,55,2896141554,1476117,1962,4963600000,50000,99272,8303995000,5000,1660799
770,1,9,12,23,39,43,34,17304794632,2163099329,8,2884132500,38455100,75,2884134364,1252882,2302,5422500000,50000,108450,8587630000,5000,1717526
771,6,10,17,18,21,29,30,17450579628,4362644907,4,2908429986,59355714,49,2908431136,1415984,2054,5100650000,50000,102013,8404880000,5000,1680976
772,5,6,11,14,21,41,32,17696088380,1769608838,10,2949348081,55648077,53,2949349864,1455032,2027,5151150000,50000,103023,8441750000,5000,1688350
773,8,12,19,21,31,35,44,17703433880,1609403080,11,2950572346,50871937,58,2950573734,1409061,2094,5223700000,50000,104474,8452020000,5000,1690404
774,12,15,18,28,34,42,9,18806936632,1709721512,11,3134489460,52241491,60,3134490000,1602500,1956,5076200000,50000,101524,8521395000,5000,1704279
775,11,12,29,33,38,42,17,17352188250,3470437650,5,2892031407,78163011,37,2892031848,1682392,1719,4564850000,50000,91297,7696625000,5000,1539325
776,8,9,18,21,28,40,20,17903055751,2557579393,7,2983842650,59676853,50,2983843176,1491176,2001,5104050000,50000,102081,8438250000,5000,1687650
777,6,12,17,21,34,37,18,17502828756,833468036,21,2917138158,44199063,66,2917138438,1208926,2413,5596900000,50000,111938,8833175000,5000,1766635
778,6,21,35,36,37,41,11,18792208500,6264069500,3,3132034796,46746788,67,3132035049,1809379,1731,4606300000,50000,92126,7875225000,5000,1575045
779,6,12,19,24,34,41,4,16804802256,1527709296,11,2800800420,42436370,66,2800801934,1118978,2503,5723200000,50000,114464,8757235000,5000,1751447
780,15,17,19,21,27,45,16,18342721507,1667520137,11,3057120270,67936006,45,3057120392,1818632,1681,4631500000,50000,92630,8027580000,5000,1605516
781,11,16,18,19,24,39,43,16946023878,1882891542,9,2824337360,54314180,52,2824338587,1435861,1967,5147950000,50000,102959,8498930000,5000,1699786
782,6,18,31,34,38,45,20,17518388625,1946487625,9,2919731444,59586356,49,2919732309,1426347,2047,4841050000,50000,96821,7928085000,5000,1585617
783,14,15,16,17,38,45,36,18415858500,4603964625,4,3069309780,85258605,36,3069311049,1642221,1869,4544950000,50000,90899,7663200000,5000,1532640
784,3,10,23,24,31,39,22,17178102000,1908678000,9,2863017039,56137589,51,2863018042,1268506,2257,5754450000,50000,115089,8497105000,5000,1699421
785,4,6,15,25,26,33,40,17319736128,2886622688,6,2886622695,52484049,55,2886623460,1463805,1972,5003100000,50000,100062,8391200000,5000,1678240
786,12,15,16,20,24,30,38,18205461000,4551365250,4,3034243584,31606704,96,3034245120,1470080,2064,5150000000,50000,103000,8541130000,5000,1708226
787,5,6,13,16,27,28,9,18552649878,3092108313,6,3092108325,60629575,51,3092108881,1321979,2339,5742100000,50000,114842,9317995000,5000,1863599
788,2,10,11,19,35,39,29,18219177002,1401475154,13,3036529510,43378993,70,3036531688,1345384,2257,5625200000,50000,112504,9143505000,5000,1828701
789,2,6,7,12,19,45,38,17114652375,1140976825,15,2852442110,40749173,70,2852442701,1170473,2437,5904450000,50000,118089,9344315000,5000,1868863
790,3,8,19,27,30,41,12,18568260384,1160516274,16,3094710067,52452713,59,3094712298,1280394,2417,5666800000,50000,113336,9064960000,5000,1812992
791,2,10,12,31,33,42,32,17543146502,1253081893,14,2923857750,76943625,38,2923857790,1213219,2410,5146550000,50000,102931,8565510000,5000,1713102
792,2,7,19,25,29,36,16,18590157376,2655736768,7,3098359615,47667071,65,3098360738,1582411,1958,4959250000,50000,99185,8423375000,5000,1684675
793,10,15,21,35,38,43,31,18750733875,3750146775,5,3125122354,51231514,61,3125123982,1529674,2043,4910800000,50000,98216,8176960000,5000,1635392
794,6,7,18,19,30,38,13,18556582128,2650940304,7,3092763690,68728082,45,3092764917,1186331,2607,5840450000,50000,116809,9388230000,5000,1877646
795,3,10,13,26,34,38,36,18864747000,1714977000,11,3144124532,50711686,62,3144125991,1297617,2423,5552150000,50000,111043,9125525000,5000,1825105
796,1,21,26,36,40,41,5,19344432380,2763490340,7,3224072104,70088524,46,3224073851,1678331,1921,4835050000,50000,96701,8215345000,5000,1643069
797,5,22,31,32,39,45,36,19176225000,2397028125,8,3196037502,94001103,34,3196037788,1710941,1868,4895000000,50000,97900,8206670000,5000,1641334
798,2,10,14,22,32,36,41,18975543377,2710791911,7,3162590580,52709843,60,3162591396,1488979,2124,4949400000,50000,98988,8269255000,5000,1653851
799,12,17,23,34,42,45,33,18264272250,1826427225,10,3044045424,54357954,56,3044046354,1357737,2242,5375950000,50000,107519,8626180000,5000,1725236
800,1,4,10,12,28,45,26,17954708255,1632246205,11,2992451418,58675518,51,2992453385,1373315,2179,5547800000,50000,110956,9009620000,5000,1801924
801,17,25,28,37,43,44,2,18054293256,2256786657,8,3009048909,59000959,51,3009050722,1505278,1999,4850300000,50000,97006,8094705000,5000,1618941
802,10,11,12,18,24,42,27,17327167888,1082947993,16,2887861336,43102408,67,2887861707,1308501,2207,5399000000,50000,107980,9071500000,5000,1814300
803,5,9,14,26,30,43,2,18319051125,3663810225,5,3053175200,61063504,50,3053175546,1458059,2094,5120650000,50000,102413,8289345000,5000,1657869
804,1,10,13,26,32,36,9,17951961753,1631996523,11,2991993655,61061095,49,2991994880,1460935,2048,5045350000,50000,100907,8297215000,5000,1659443
805,3,12,13,18,31,32,42,17064247876,4266061969,4,2844041321,53661157,53,2844042725,1370623,2075,5280100000,50000,105602,8500560000,5000,1700112
806,14,20,23,31,37,38,27,18485326125,2640760875,7,3080887734,54050662,57,3080888250,1665345,1850,4559000000,50000,91180,7809190000,5000,1561838
807,6,10,18,25,34,35,33,17063636254,2437662322,7,2843939417,48202363,59,2843940435,1226365,2319,5415000000,50000,108300,8749275000,5000,1749855
808,15,21,31,32,41,43,24,18525723000,3087620500,6,3087620510,67122185,46,3087620982,1573711,1962,4765950000,50000,95319,7988805000,5000,1597761
809,6,11,15,17,23,40,39,17528236500,2921372750,6,2921372776,52167371,56,2921374405,1340695,2179,5217500000,50000,104350,8518570000,5000,1703714
810,5,10,13,21,39,43,11,17852784376,2231598047,8,2975464064,46491626,64,2975464225,1449325,2053,5030400000,50000,100608,8360065000,5000,1672013
811,8,11,19,21,36,45,25,17669037379,2524148197,7,2944839583,60098767,49,2944841607,1369057,2151,5207750000,50000,104155,8518940000,5000,1703788
812,1,3,12,14,16,43,10,17687728500,2947954750,6,2947954768,43352276,68,2947954880,1491880,1976,5024900000,50000,100498,8465370000,5000,1693074
813,11,30,34,35,42,44,27,18367052628,4591763157,4,3061175461,71190127,43,3061177200,1700654,1800,4466150000,50000,89323,7741920000,5000,1548384
814,2,21,28,38,42,45,30,18403152378,3067192063,6,3067192076,58984463,52,3067193727,1673319,1833,4691850000,50000,93837,7928885000,5000,1585777
815,17,21,25,26,27,36,4,18058987506,2579855358,7,3009831279,77175161,39,3009832813,1767371,1703,4648850000,50000,92977,7980700000,5000,1596140
816,12,18,19,29,31,39,7,17024863504,2128107938,8,2837477269,42350407,67,2837477808,1374747,2064,5120100000,50000,102402,8378995000,5000,1675799
817,3,9,12,13,25,43,34,16816296006,1868477334,9,2802716046,51902149,54,2802716972,1355279,2068,5263800000,50000,105276,8590855000,5000,1718171
818,14,15,25,28,29,30,3,17950456134,1380804318,13,2991742689,76711351,39,2991743145,1621541,1845,4510250000,50000,90205,7452485000,5000,1490497
819,16,25,33,38,40,45,15,18161743880,2594534840,7,3026957360,61774640,49,3026958095,1527995,1981,4883350000,50000,97667,8190445000,5000,1638089
820,10,21,22,30,35,42,6,18509254128,4627313532,4,3084875700,51414595,60,3084877110,1552530,1987,4971650000,50000,99433,8221630000,5000,1644326
821,1,12,13,24,29,44,16,18426183384,1316155956,14,3071030600,55836920,55,3071031600,1462396,2100,5054100000,50000,101082,8436775000,5000,1687355
822,9,18,20,24,27,36,12,17792695875,5930898625,3,2965449386,37537334,79,2965449621,1377357,2153,5439450000,50000,108789,8677825000,5000,1735565
823,12,18,24,26,39,40,15,18088595253,2009843917,9,3014765912,49422392,61,3014766256,1283972,2348,5603250000,50000,112065,8978685000,5000,1795737
824,7,9,24,29,34,38,26,18849698250,1256646550,15,3141616422,61600322,51,3141617076,1491746,2106,5267950000,50000,105359,8727830000,5000,1745566
825,8,15,21,31,33,38,42,19904526756,1658710563,12,3317421156,62592852,53,3317421185,1475065,2249,5653500000,50000,113070,9252420000,5000,1850484
826,13,16,24,25,33,36,42,18676728756,2075192084,9,3112788145,66229535,47,3112789608,1394619,2232,5431300000,50000,108626,8775765000,5000,1755153
827,5,11,12,29,33,44,14,18097505625,1206500375,15,3016250958,65570673,46,3016252562,1427474,2113,5308200000,50000,106164,8806855000,5000,1761371
828,4,7,13,29,31,39,18,18917417636,1455185972,13,3152902988,50853274,62,3152903280,1602085,1968,5032200000,50000,100644,8520990000,5000,1704198
829,4,5,31,35,43,45,29,19557205128,2444650641,8,3259534230,72434094,45,3259534223,1774379,1837,4733950000,50000,94679,8189180000,5000,1637836
830,5,6,16,18,37,38,17,18544758750,2060528750,9,3090793200,38634915,80,3090794616,1442948,2142,5310300000,50000,106206,8820355000,5000,1764071
831,3,10,16,19,31,39,9,17771236128,1110702258,16,2961872690,48555290,61,2961872760,1113486,2660,5866600000,50000,117332,9249795000,5000,1849959
832,13,14,19,26,40,43,30,18793841256,2088204584,9,3132306900,52205115,60,3132307750,1465750,2137,5115600000,50000,102312,8531895000,5000,1706379
833,12,18,30,39,41,42,19,18850538256,2356317282,8,3141756419,59278423,53,3141756555,1615299,1945,5157600000,50000,103152,8577550000,5000,1715510
834,6,8,18,35,42,43,3,18597630381,1690693671,11,3099605068,65949044,47,3099606468,1575804,1967,4956600000,50000,99132,8217455000,5000,1643491
835,9,10,13,28,38,45,35,18505216875,1233681125,15,3084202838,53175911,58,3084203514,1337469,2306,5338150000,50000,106763,8835445000,5000,1767089
836,1,9,11,14,26,28,19,17609811380,1257843670,14,2934968586,47338203,62,2934969900,1316130,2230,5192300000,50000,103846,8596300000,5000,1719260
837,2,25,28,30,33,45,6,18866694750,3144449125,6,3144449131,66903173,47,3144450176,1562848,2012,4866700000,50000,97334,8284795000,5000,1656959
838,9,14,17,33,36,38,20,19068665250,3813733050,5,3178110900,46736925,68,3178112040,1431582,2220,5394850000,50000,107897,8887505000,5000,1777501
839,3,9,11,12,13,19,35,17672913752,1359454904,13,2945485632,61364284,48,2945486232,1105663,2664,6311350000,50000,126227,9734620000,5000,1946924
840,2,4,11,28,29,43,27,20429617880,2042961788,10,3404936358,66763458,51,3404937900,1496676,2275,5529300000,50000,110586,9260095000,5000,1852019
841,5,11,14,30,33,38,24,18973627138,1116095714,17,3162271200,35934900,88,3162272610,1269989,2490,5982400000,50000,119648,9509825000,5000,1901965
842,14,26,32,36,39,42,38,20354750250,2035475025,10,3392458398,80772819,42,3392459654,1663786,2039,5159500000,50000,103190,8679555000,5000,1735911
843,19,21,30,33,34,42,4,20064850500,4012970100,5,3344141788,64310419,52,3344142802,1670401,2002,5285850000,50000,105717,8889765000,5000,1777953
844,7,8,13,15,33,45,18,20933343756,1162963542,18,3488890679,47793023,73,3488892480,1450080,2406,6003900000,50000,120078,9987780000,5000,1997556
845,1,16,29,33,40,45,6,20803389002,1891217182,11,3467231544,61914849,56,3467233096,1701292,2038,5289500000,50000,105790,8914665000,5000,1782933
846,5,18,30,41,43,45,13,20759497135,1596884395,13,3459916197,50143713,69,3459916329,1732557,1997,5300450000,50000,106009,8988640000,5000,1797728
847,12,16,26,28,30,42,22,20166773256,2520846657,8,3361128880,84028222,40,3361130703,1375821,2443,5716200000,50000,114324,9286025000,5000,1857205
848,1,2,16,22,38,39,34,21081066006,3011580858,7,3513511008,83655024,42,3513511749,1665961,2109,5192250000,50000,103845,8961295000,5000,1792259
849,5,13,17,29,34,39,3,19690299011,1158252883,17,3281716536,58602081,56,3281716656,1223608,2682,5656250000,50000,113125,9256855000,5000,1851371
850,16,20,24,28,36,39,5,20265527250,3377587875,6,3377587895,61410689,55,3377588662,1669594,2023,5079550000,50000,101591,8636835000,5000,1727367
851,14,18,22,26,31,44,40,19869538504,2483692313,8,3311589750,47308425,70,3311589897,1576197,2101,5306600000,50000,106132,8750240000,5000,1750048
852,11,17,28,30,33,35,9,19206173628,4801543407,4,3201028984,47776552,67,3201030264,1375013,2328,5742500000,50000,114850,9384665000,5000,1876933
853,2,8,23,26,27,44,13,20195047502,2885006786,7,3365841330,37398237,90,3365842380,1667910,2018,5257900000,50000,105158,8937555000,5000,1787511
854,20,25,31,32,36,43,3,20530240500,3421706750,6,3421706772,77766063,44,3421708040,1834696,1865,4957600000,50000,99152,8580415000,5000,1716083
855,8,15,17,19,43,44,7,20425594500,2269510500,9,3404265796,55807636,61,3404267508,1683614,2022,5126600000,50000,102532,8826640000,5000,1765328
856,10,24,40,41,43,44,17,19889637750,3977927550,5,3314939643,62546031,53,3314941058,1700842,1949,5226850000,50000,104537,8501845000,5000,1700369
857,6,10,16,28,34,38,43,19273731375,1284915425,15,3212288572,51811106,62,3212288838,1357114,2367,5598550000,50000,111971,9169700000,5000,1833940
858,9,13,32,38,39,43,23,19821127131,2202347459,9,3303521208,80573688,41,3303522425,1592059,2075,5308800000,50000,106176,8946475000,5000,1789295
859,8,22,35,38,39,41,24,20393202379,1853927489,11,3398867103,66644453,51,3398868210,1793598,1895,4886450000,50000,97729,8394725000,5000,1678945
860,4,8,18,25,27,32,42,18798998250,1879899825,10,3133166404,50534942,62,3133167687,1339533,2339,6443350000,50000,128867,9414655000,5000,1882931
861,11,17,19,21,22,25,24,19488435376,4872108844,4,3248072620,49970348,65,3248073744,1439749,2256,5432200000,50000,108644,9099495000,5000,1819899
862,10,34,38,40,42,43,32,19718304381,2190922709,9,3286384101,52164827,63,3286384590,1609395,2042,5238250000,50000,104765,8775180000,5000,1755036
863,16,21,28,35,39,43,12,19973501254,2853357322,7,3328916928,52014327,64,3328917408,1630224,2042,5247450000,50000,104949,8765485000,5000,1753097
864,3,7,10,13,25,36,32,18882090007,1716553637,11,3147015040,49172110,64,3147016215,1275645,2467,6145650000,50000,122913,9788375000,5000,1957675
865,3,15,22,32,33,45,2,20172478885,1551729145,13,3362079864,64655382,52,3362079924,1619499,2076,5231300000,50000,104626,8746170000,5000,1749234
866,9,15,29,34,37,39,12,20163681000,2240409000,9,3360613516,49420787,68,3360615280,1651408,2035,5245950000,50000,104919,8850085000,5000,1770017
867,14,17,19,22,24,40,41,19668776250,3933755250,5,3278129394,57511042,57,3278129550,1507186,2175,5475800000,50000,109516,9102760000,5000,1820552
868,12,17,28,41,43,44,25,19402825500,3233804250,6,3233804285,53013185,61,3233806096,1502698,2152,5456650000,50000,109133,8947455000,5000,1789491
869,2,6,20,27,37,39,4,19225825880,1922582588,10,3204304320,57219720,56,3204305520,1449912,2210,5428100000,50000,108562,9071660000,5000,1814332
870,21,25,30,32,40,42,31,19288429880,1928842988,10,3214738320,66973715,48,3214740207,1581279,2033,5100000000,50000,102000,8526425000,5000,1705285
871,2,6,12,26,30,34,38,19026499506,2718071358,7,3171083292,51984972,61,3171085394,1421374,2231,5433300000,50000,108666,8961785000,5000,1792357
872,2,4,30,32,33,43,29,20203289264,1262705579,16,3367214904,73200324,46,3367216638,1668591,2018,4984050000,50000,99681,8579490000,5000,1715898
873,3,5,12,13,33,39,38,18745532250,1874553225,10,3124255376,45944932,68,3124255500,1315476,2375,6184200000,50000,123684,10009550000,5000,2001910
874,1,15,19,23,28,42,32,20108230506,1117123917,18,3351371772,49284879,68,3351373760,1496149,2240,5532750000,50000,110655,9151345000,5000,1830269
875,19,22,30,34,39,44,36,19823254136,1415946724,14,3303875718,100117446,33,3303876798,1450341,2278,5253550000,50000,105071,8633085000,5000,1726617
876,5,16,21,26,34,42,24,20722499264,1090657856,19,3453749906,58538134,59,3453752058,1423054,2427,5630950000,50000,112619,9283235000,5000,1856647
877,5,17,18,22,23,43,12,20599286256,1716607188,12,3433214400,45776192,75,3433214939,1584317,2167,5490300000,50000,109806,9336350000,5000,1867270
878,2,6,11,16,25,31,3,19247961000,3207993500,6,3207993540,46492660,69,3207993699,1079769,2971,6456950000,50000,129139,9970940000,5000,1994188
879,1,4,10,14,15,35,20,19238167878,3206361313,6,3206361389,41641057,77,3206362986,1236069,2594,6174850000,50000,123497,9761385000,5000,1952277
880,7,17,19,23,24,45,38,19864673255,2837810465,7,3310778900,63668825,52,3310780044,1419717,2332,5749700000,50000,114994,9695320000,5000,1939064
881,4,18,20,26,27,32,9,20025698256,2503212282,8,3337616390,49815170,67,3337616458,1524722,2189,5847600000,50000,116952,9699245000,5000,1939849
882,18,34,39,43,44,45,23,20636352000,4127270400,5,3439392000,78168000,44,3439393212,1651966,2082,5461300000,50000,109226,9199365000,5000,1839873
883,9,18,32,33,37,44,22,20407792875,1360519525,15,3401298875,52327675,65,3401300700,1340150,2538,5980650000,50000,119613,9621045000,5000,1924209
884,4,14,23,28,37,45,17,21588927384,1799077282,12,3598154614,48623711,74,3598155966,1630338,2207,5403800000,50000,108076,9088270000,5000,1817654
885,1,3,24,27,39,45,31,20069823384,1543832568,13,3344970608,59731618,56,3344972623,1467737,2279,5591600000,50000,111832,9346795000,5000,1869359
886,19,23,28,37,42,45,2,20822506502,2974643786,7,3470417760,58820640,59,3470418740,1621691,2140,5488300000,50000,109766,8841405000,5000,1768281
887,8,14,17,27,36,45,10,20282149504,2535268688,8,3380358300,51217550,66,3380359668,1415561,2388,5735950000,50000,114719,9429620000,5000,1885924
888,3,7,12,31,34,38,32,18962873632,2370359204,8,3160478960,53567440,59,3160479542,1288414,2453,6151250000,50000,123025,9953575000,5000,1990715
889,3,13,29,38,39,42,26,21089869500,2108986950,10,3514978260,58582971,60,3514979594,1503413,2338,5709900000,50000,114198,9537385000,5000,1907477
890,1,4,14,18,29,37,6,21019375503,2335486167,9,3503229290,60400505,58,3503231424,1474424,2376,5742950000,50000,114859,9577965000,5000,1915593
891,9,13,28,31,39,41,19,21578717629,3082673947,7,3596453014,46707182,77,3596455121,1472147,2443,6106600000,50000,122132,9993115000,5000,1998623
892,4,9,17,18,26,42,36,21794296888,1282017464,17,3632382858,46569011,78,3632384322,1340858,2709,6707750000,50000,134155,10778745000,5000,2155749
893,1,15,17,23,25,41,10,21396902625,2377433625,9,3566150474,61485353,58,3566152360,1687720,2113,5803100000,50000,116062,9498480000,5000,1899696
894,19,32,37,40,41,43,45,21401423631,2377935959,9,3566903984,63694714,56,3566905524,1530204,2331,5837450000,50000,116749,9859910000,5000,1971982
895,16,26,31,38,39,41,23,23136950628,1928079219,12,3856158478,66485491,58,3856160000,1402240,2750,6702950000,50000,134059,10928910000,5000,2185782
896,5,12,25,26,38,45,23,21372554252,3053222036,7,3562092386,77436791,46,3562093458,1377453,2586,6403400000,50000,128068,10330860000,5000,2066172
897,6,7,12,22,26,36,29,21058992760,1619922520,13,3509832152,56610196,62,3509832700,1463650,2398,6053800000,50000,121076,9983280000,5000,1996656
898,18,21,28,35,37,42,17,21114505880,2639313235,8,3519084352,62840792,56,3519087120,1086138,3240,6852550000,50000,137051,10028695000,5000,2005739
899,8,19,20,21,33,39,37,20156136378,3359356063,6,3359356081,63384077,53,3359357934,1398567,2402,6095000000,50000,121900,9968825000,5000,1993765
900,7,13,16,18,35,38,14,20099108250,3349851375,6,3349851411,65683361,51,3349851750,1404550,2385,5656600000,50000,113132,9364275000,5000,1872855
901,5,18,20,23,30,34,21,20411772003,2267974667,9,3401962051,50775553,67,3401961996,1473987,2308,5722550000,50000,114451,9453735000,5000,1890747
902,7,19,23,24,36,39,30,21051127877,1619317529,13,3508521330,52365990,67,3508522452,1479141,2372,5956300000,50000,119126,9726520000,5000,1945304
903,2,15,16,21,22,28,45,21899568756,1684582212,13,3649928170,74488330,49,3649930308,1575963,2316,5599050000,50000,111981,9514105000,5000,1902821
904,2,6,8,26,43,45,11,21744622504,2718077813,8,3624103836,39392433,92,3624105087,1550751,2337,5781300000,50000,115626,9694980000,5000,1938996
905,3,4,16,27,38,40,20,21125037752,3017862536,7,3520839630,45725190,77,3520840734,1332138,2643,6456650000,50000,129133,10555450000,5000,2111090
906,2,5,14,28,31,32,20,22253465250,2472607250,9,3708910926,58871602,63,3708911138,1565602,2369,5858550000,50000,117171,9944300000,5000,1988860
907,21,27,29,38,40,44,37,22155413252,3165059036,7,3692568923,55112969,67,3692569500,1605465,2300,5609450000,50000,112189,9515640000,5000,1903128
908,3,16,21,22,23,44,30,22678849128,2834856141,8,3779808225,66312425,57,3779809422,1749102,2161,5430500000,50000,108610,9292835000,5000,1858567
909,7,24,29,30,34,35,33,22231691625,2021062875,11,3705282000,58814000,63,3705282708,1599863,2316,5577900000,50000,111558,9551475000,5000,1910295
910,1,11,17,27,35,39,31,19767643875,941316375,21,3294607320,45758435,72,3294608442,1222943,2694,6425800000,50000,128516,10371770000,5000,2074354
911,4,5,12,14,32,42,35,21135386250,2113538625,10,3522564402,60733869,58,3522565665,1370115,2571,6161800000,50000,123236,10323890000,5000,2064778
912,5,8,18,21,22,38,10,20909008134,1493500581,14,3484834710,49783353,70,3484835964,1368212,2547,6266600000,50000,125332,10154300000,5000,2030860
913,6,14,16,21,27,37,40,21420089632,1338755602,16,3570014976,54091136,66,3570015436,1447108,2467,6126500000,50000,122530,9981855000,5000,1996371
914,16,19,24,33,42,44,27,21450061127,1950005557,11,3575010230,65000186,55,3575011055,1382983,2585,6145200000,50000,122904,10033970000,5000,2006794
915,2,6,11,13,22,37,14,21111843000,3518640500,6,3518640531,55851437,63,3518641224,1444434,2436,5951250000,50000,119025,9830835000,5000,1966167
916,6,21,22,32,35,36,17,22279227751,2025384341,11,3713204670,53045781,70,3713206224,1700186,2184,5571300000,50000,111426,9289585000,5000,1857917
917,1,3,23,24,27,43,34,21447996380,2144799638,10,3574666075,76056725,47,3574666860,1581711,2260,5877100000,50000,117542,10001005000,5000,2000201
918,7,11,12,31,33,38,5,20117207628,1117622646,18,3352867982,38986837,86,3352870440,1233580,2718,6860800000,50000,137216,10916685000,5000,2183337
919,9,14,17,18,42,44,35,21525752250,4305150450,5,3587625384,64064739,56,3587627736,1411896,2541,6143200000,50000,122864,10264825000,5000,2052965
920,2,3,26,33,34,43,29,21841821379,3120260197,7,3640303569,68684973,53,3640303980,1550385,2348,5859050000,50000,117181,9921110000,5000,1984222
921,5,7,12,22,28,41,1,20953747885,1232573405,17,3492291384,48504047,72,3492293886,1302123,2682,6499650000,50000,129993,10506190000,5000,2101238
922,2,6,13,17,27,43,36,20507427000,3417904500,6,3417904558,38403422,89,3417904548,1188423,2876,6802600000,50000,136052,10487505000,5000,2097501
923,3,17,18,23,36,41,26,21340437000,2667554625,8,3556739536,63513206,56,3556741320,1496945,2376,5793850000,50000,115877,9685935000,5000,1937187
924,3,11,34,42,43,44,13,21441876003,2382430667,9,3573646068,51791972,69,3573646874,1625863,2198,5660700000,50000,113214,9604260000,5000,1920852
925,13,24,32,34,39,42,4,21252966384,1771080532,12,3542161072,52090604,68,3542162310,1516986,2335,5893150000,50000,117863,9720095000,5000,1944019
926,10,16,18,20,25,31,6,20324906630,2032490663,10,3387484440,47048395,72,3387485161,1158907,2923,6658350000,50000,133167,10427900000,5000,2085580
927,4,15,22,38,41,43,26,22285223250,3714203875,6,3714203934,58955618,63,3714206076,1593396,2331,5922300000,50000,118446,9897945000,5000,1979589
928,3,4,10,20,28,44,30,21942139506,3134591358,7,3657023316,45148436,81,3657023279,1385761,2639,6093650000,50000,121873,10059655000,5000,2011931
929,7,9,12,15,19,23,4,20928562512,1308035157,16,3488093791,38330701,91,3488095516,1151947,3028,7044000000,50000,140880,11223560000,5000,2244712
930,8,21,25,38,39,44,28,22659350632,2832418829,8,3776558445,68664699,55,3776559232,1360432,2776,6424000000,50000,128480,10622740000,5000,2124548
931,14,15,23,25,35,43,32,23656864504,2957108063,8,3942810756,73015014,54,3942812588,1518803,2596,6097150000,50000,121943,10208265000,5000,2041653
932,1,6,15,36,37,38,5,23730160881,3390022983,7,3955026816,61797294,64,3955027780,1634309,2420,6048450000,50000,120969,10335980000,5000,2067196
933,23,27,29,31,36,45,37,23422376632,2927797079,8,3903729480,61963960,63,3903731505,1762407,2215,5702150000,50000,114043,9810440000,5000,1962088
934,1,3,30,33,36,39,12,23063091376,5765772844,4,3843848580,58240130,66,3843848960,1629440,2359,5836300000,50000,116726,9927085000,5000,1985417
935,4,10,20,32,38,44,18,22243720512,1711055424,13,3707286840,30894057,120,3707288536,1263992,2933,6718800000,50000,134376,10590355000,5000,2118071
936,7,11,13,17,18,29,43,20888968506,1492069179,14,3481494786,45214218,77,3481495584,1215606,2864,7008000000,50000,140160,11263115000,5000,2252623
937,2,10,13,22,29,40,26,22642629009,2058420819,11,3773771526,66206518,57,3773773840,1521683,2480,6207050000,50000,124141,10463005000,5000,2092601
938,4,8,10,16,31,36,9,22494665630,2249466563,10,3749110976,58579859,64,3749112087,1481277,2531,6248550000,50000,124971,10484775000,5000,2096955
